trade_date,yyyymm,counterparty,asset_class,currency,trade_type,metric,value
2025-06-26,2025-06,Bank A,Equity,EUR,Buy,pnl,-37063.231270190976
2025-06-26,2025-06,Bank A,FX,JPY,Sell,notional,3513562.357761709
2025-06-26,2025-06,Bank A,FX,JPY,Sell,notional_mn,3.513562357761709
2025-06-26,2025-06,Bank A,FX,JPY,Sell,pnl,-5662.687922364807
2025-06-26,2025-06,Bank B,Bond,EUR,Buy,notional,2761123.2623995
2025-06-26,2025-06,Bank B,Bond,EUR,Buy,notional_mn,2.7611232623995
2025-06-26,2025-06,Bank B,Bond,EUR,Buy,pnl,8779.130472773026
2025-06-26,2025-06,Bank B,Bond,JPY,Buy,notional,3123061.6917897006
2025-06-26,2025-06,Bank B,Bond,JPY,Buy,notional_mn,3.1230616917897005
2025-06-26,2025-06,Bank B,Bond,JPY,Buy,pnl,85658.77647475767
2025-06-26,2025-06,Bank B,Bond,USD,Buy,notional,1461474.3798260968
2025-06-26,2025-06,Bank B,Bond,USD,Buy,notional_mn,1.4614743798260967
2025-06-26,2025-06,Bank B,Bond,USD,Buy,pnl,-8273.238013655475
2025-06-26,2025-06,Bank B,Equity,GBP,Buy,notional,2836400.295085733
2025-06-26,2025-06,Bank B,Equity,GBP,Buy,notional_mn,2.836400295085733
2025-06-26,2025-06,Bank B,Equity,GBP,Buy,pnl,-169110.37024234858
2025-06-26,2025-06,Bank B,FX,JPY,Buy,notional,2590923.801758653
2025-06-26,2025-06,Bank B,FX,JPY,Buy,notional_mn,2.590923801758653
2025-06-26,2025-06,Bank B,FX,JPY,Buy,pnl,-84836.2498451552
2025-06-26,2025-06,Bank C,Bond,JPY,Sell,notional,3801757.584786602
2025-06-26,2025-06,Bank C,Bond,JPY,Sell,notional_mn,3.801757584786602
2025-06-26,2025-06,Bank C,Bond,JPY,Sell,pnl,-40206.56423775111
2025-06-26,2025-06,Bank C,Equity,EUR,Buy,notional,254988.26235103287
2025-06-26,2025-06,Bank C,Equity,EUR,Buy,notional_mn,0.2549882623510329
2025-06-26,2025-06,Bank C,Equity,EUR,Buy,pnl,-950.4865829724944
2025-06-26,2025-06,Bank C,Equity,EUR,Sell,notional,5225634.687232177
2025-06-26,2025-06,Bank C,Equity,EUR,Sell,notional_mn,5.225634687232176
2025-06-26,2025-06,Bank C,Equity,EUR,Sell,pnl,29933.81433587774
2025-06-26,2025-06,Bank D,FX,USD,Buy,notional,1565765.8904483514
2025-06-26,2025-06,Bank D,FX,USD,Buy,notional_mn,1.5657658904483511
2025-06-26,2025-06,Bank D,FX,USD,Buy,pnl,-15224.745527520554
2025-06-27,2025-06,Bank A,Bond,GBP,Buy,notional,3732509.924827165
2025-06-27,2025-06,Bank A,Bond,GBP,Buy,notional_mn,3.732509924827165
2025-06-27,2025-06,Bank A,Bond,GBP,Buy,pnl,-221334.4238101184
2025-06-27,2025-06,Bank A,FX,EUR,Sell,notional,2212727.708820386
2025-06-27,2025-06,Bank A,FX,EUR,Sell,notional_mn,2.212727708820386
2025-06-27,2025-06,Bank A,FX,EUR,Sell,pnl,13367.985296240044
2025-06-27,2025-06,Bank A,FX,GBP,Sell,notional,564321.0207358893
2025-06-27,2025-06,Bank A,FX,GBP,Sell,notional_mn,0.5643210207358893
2025-06-27,2025-06,Bank A,FX,GBP,Sell,pnl,12686.87002615104
2025-06-27,2025-06,Bank B,Commodity,USD,Sell,notional,1858346.596789924
2025-06-27,2025-06,Bank B,Commodity,USD,Sell,notional_mn,1.858346596789924
2025-06-27,2025-06,Bank B,Commodity,USD,Sell,pnl,26042.07934765234
2025-06-27,2025-06,Bank B,Equity,USD,Sell,notional,1497101.407077897
2025-06-27,2025-06,Bank B,Equity,USD,Sell,notional_mn,1.4971014070778972
2025-06-27,2025-06,Bank B,Equity,USD,Sell,pnl,2071.671715359497
2025-06-27,2025-06,Bank B,FX,USD,Buy,notional,3615948.827047877
2025-06-27,2025-06,Bank B,FX,USD,Buy,notional_mn,3.615948827047877
2025-06-27,2025-06,Bank B,FX,USD,Buy,pnl,-20741.154261018062
2025-06-27,2025-06,Bank C,Equity,EUR,Buy,notional,651027.4064679461
2025-06-27,2025-06,Bank C,Equity,EUR,Buy,notional_mn,0.6510274064679461
2025-06-27,2025-06,Bank C,Equity,EUR,Buy,pnl,5898.492297019208
2025-06-27,2025-06,Bank C,Equity,USD,Buy,notional,947007.8621107911
2025-06-27,2025-06,Bank C,Equity,USD,Buy,notional_mn,0.9470078621107912
2025-06-27,2025-06,Bank C,Equity,USD,Buy,pnl,8358.781072463229
2025-06-27,2025-06,Bank D,Bond,JPY,Buy,notional,738489.8645618013
2025-06-27,2025-06,Bank D,Bond,JPY,Buy,notional_mn,0.7384898645618013
2025-06-27,2025-06,Bank D,Bond,JPY,Buy,pnl,-20940.988543843443
2025-06-27,2025-06,Bank D,Equity,EUR,Sell,notional,229111.24815297447
2025-06-27,2025-06,Bank D,Equity,EUR,Sell,notional_mn,0.2291112481529744
2025-06-27,2025-06,Bank D,Equity,EUR,Sell,pnl,6693.857950759433
2025-06-27,2025-06,Bank D,Equity,JPY,Sell,notional,1764017.7803386592
2025-06-27,2025-06,Bank D,Equity,JPY,Sell,notional_mn,1.7640177803386592
2025-06-27,2025-06,Bank D,Equity,JPY,Sell,pnl,-58709.38046288757
2025-06-27,2025-06,Bank D,FX,GBP,Buy,notional,688331.8316981916
2025-06-27,2025-06,Bank D,FX,GBP,Buy,notional_mn,0.6883318316981916
2025-06-27,2025-06,Bank D,FX,GBP,Buy,pnl,22022.27021661516
2025-06-30,2025-06,Bank A,Equity,JPY,Buy,notional,446156.88358209655
2025-06-30,2025-06,Bank A,Equity,JPY,Buy,notional_mn,0.4461568835820965
2025-06-30,2025-06,Bank A,Equity,JPY,Buy,pnl,6472.029405375009
2025-06-30,2025-06,Bank A,Equity,USD,Buy,notional,2228137.667936587
2025-06-30,2025-06,Bank A,Equity,USD,Buy,notional_mn,2.2281376679365867
2025-06-30,2025-06,Bank A,Equity,USD,Buy,pnl,28489.66849875548
2025-06-30,2025-06,Bank A,FX,USD,Buy,notional,3009138.12132803
2025-06-30,2025-06,Bank A,FX,USD,Buy,notional_mn,3.00913812132803
2025-06-30,2025-06,Bank A,FX,USD,Buy,pnl,63067.33158333883
2025-06-30,2025-06,Bank B,Commodity,EUR,Sell,notional,2488784.533140776
2025-06-30,2025-06,Bank B,Commodity,EUR,Sell,notional_mn,2.488784533140776
2025-06-30,2025-06,Bank B,Commodity,EUR,Sell,pnl,-2133.350321588447
2025-06-30,2025-06,Bank B,Equity,GBP,Sell,notional,2979181.5019199103
2025-06-30,2025-06,Bank B,Equity,GBP,Sell,notional_mn,2.97918150191991
2025-06-30,2025-06,Bank B,Equity,GBP,Sell,pnl,138083.14540828357
2025-06-30,2025-06,Bank C,Bond,USD,Buy,notional,585096.644908658
2025-06-30,2025-06,Bank C,Bond,USD,Buy,notional_mn,0.585096644908658
2025-06-30,2025-06,Bank C,Bond,USD,Buy,pnl,-11577.966784415674
2025-06-30,2025-06,Bank D,Equity,GBP,Sell,notional,1769144.153438553
2025-06-30,2025-06,Bank D,Equity,GBP,Sell,notional_mn,1.769144153438553
2025-06-30,2025-06,Bank D,Equity,GBP,Sell,pnl,12074.76065811331
2025-07-01,2025-07,Bank A,Commodity,GBP,Buy,notional,317938.7271160289
2025-07-01,2025-07,Bank A,Commodity,GBP,Buy,notional_mn,0.3179387271160289
2025-07-01,2025-07,Bank A,Commodity,GBP,Buy,pnl,4785.344086237722
2025-07-01,2025-07,Bank A,Equity,EUR,Sell,notional,3698681.982476207
2025-07-01,2025-07,Bank A,Equity,EUR,Sell,notional_mn,3.698681982476207
2025-07-01,2025-07,Bank A,Equity,EUR,Sell,pnl,69923.69785726152
2025-07-01,2025-07,Bank A,Equity,JPY,Buy,notional,2402091.618558547
2025-07-01,2025-07,Bank A,Equity,JPY,Buy,notional_mn,2.402091618558547
2025-07-01,2025-07,Bank A,Equity,JPY,Buy,pnl,-60909.67528558581
2025-07-01,2025-07,Bank A,Equity,JPY,Sell,notional,2555671.670261612
2025-07-01,2025-07,Bank A,Equity,JPY,Sell,notional_mn,2.555671670261612
2025-07-01,2025-07,Bank A,Equity,JPY,Sell,pnl,37775.77758061291
2025-07-01,2025-07,Bank B,Bond,JPY,Buy,notional,1821032.028753627
2025-07-01,2025-07,Bank B,Bond,JPY,Buy,notional_mn,1.821032028753627
2025-07-01,2025-07,Bank B,Bond,JPY,Buy,pnl,-15643.588015428586
2025-07-01,2025-07,Bank B,Bond,JPY,Sell,notional,1501305.7672686912
2025-07-01,2025-07,Bank B,Bond,JPY,Sell,notional_mn,1.5013057672686911
2025-07-01,2025-07,Bank B,Bond,JPY,Sell,pnl,-35224.6607915424
2025-07-01,2025-07,Bank B,Equity,JPY,Sell,notional,4370349.2486876035
2025-07-01,2025-07,Bank B,Equity,JPY,Sell,notional_mn,4.370349248687604
2025-07-01,2025-07,Bank B,Equity,JPY,Sell,pnl,-1557.9065102361878
2025-07-01,2025-07,Bank B,Equity,USD,Sell,notional,1455397.2658160515
2025-07-01,2025-07,Bank B,Equity,USD,Sell,notional_mn,1.4553972658160514
2025-07-01,2025-07,Bank B,Equity,USD,Sell,pnl,-52166.621985948645
2025-07-02,2025-07,Bank A,Bond,GBP,Sell,notional,268528.82413112815
2025-07-02,2025-07,Bank A,Bond,GBP,Sell,notional_mn,0.2685288241311281
2025-07-02,2025-07,Bank A,Bond,GBP,Sell,pnl,-11919.077784479863
2025-07-02,2025-07,Bank A,Equity,GBP,Sell,notional,3126854.1105975905
2025-07-02,2025-07,Bank A,Equity,GBP,Sell,notional_mn,3.1268541105975904
2025-07-02,2025-07,Bank A,Equity,GBP,Sell,pnl,-72996.519485482
2025-07-02,2025-07,Bank B,Equity,JPY,Buy,notional,3395559.2217787732
2025-07-02,2025-07,Bank B,Equity,JPY,Buy,notional_mn,3.395559221778773
2025-07-02,2025-07,Bank B,Equity,JPY,Buy,pnl,106864.2054586462
2025-07-02,2025-07,Bank C,Equity,EUR,Sell,notional,716363.6552063306
2025-07-02,2025-07,Bank C,Equity,EUR,Sell,notional_mn,0.7163636552063306
2025-07-02,2025-07,Bank C,Equity,EUR,Sell,pnl,-14718.670201971696
2025-07-02,2025-07,Bank C,FX,JPY,Buy,notional,3488746.836788406
2025-07-02,2025-07,Bank C,FX,JPY,Buy,notional_mn,3.488746836788406
2025-07-02,2025-07,Bank C,FX,JPY,Buy,pnl,-213121.24957459472
2025-07-02,2025-07,Bank D,Equity,EUR,Sell,notional,438236.5860083358
2025-07-02,2025-07,Bank D,Equity,EUR,Sell,notional_mn,0.4382365860083358
2025-07-02,2025-07,Bank D,Equity,EUR,Sell,pnl,-17940.950695170188
2025-07-02,2025-07,Bank D,FX,USD,Sell,notional,3003774.1301942645
2025-07-02,2025-07,Bank D,FX,USD,Sell,notional_mn,3.0037741301942646
2025-07-02,2025-07,Bank D,FX,USD,Sell,pnl,-59211.59964417703
2025-07-03,2025-07,Bank A,Bond,JPY,Sell,notional,2219828.5790220834
2025-07-03,2025-07,Bank A,Bond,JPY,Sell,notional_mn,2.2198285790220837
2025-07-03,2025-07,Bank A,Bond,JPY,Sell,pnl,36568.4071360606
2025-07-03,2025-07,Bank A,FX,JPY,Buy,notional,2553465.4702627645
2025-07-03,2025-07,Bank A,FX,JPY,Buy,notional_mn,2.5534654702627644
2025-07-03,2025-07,Bank A,FX,JPY,Buy,pnl,24449.570002147346
2025-07-03,2025-07,Bank A,FX,USD,Buy,notional,266754.97519166203
2025-07-03,2025-07,Bank A,FX,USD,Buy,notional_mn,0.266754975191662
2025-07-03,2025-07,Bank A,FX,USD,Buy,pnl,2560.301831197362
2025-07-03,2025-07,Bank B,Equity,EUR,Sell,notional,3958120.179325516
2025-07-03,2025-07,Bank B,Equity,EUR,Sell,notional_mn,3.958120179325516
2025-07-03,2025-07,Bank B,Equity,EUR,Sell,pnl,-11792.975498123087
2025-07-03,2025-07,Bank B,Equity,USD,Sell,notional,3683915.115097767
2025-07-03,2025-07,Bank B,Equity,USD,Sell,notional_mn,3.683915115097767
2025-07-03,2025-07,Bank B,Equity,USD,Sell,pnl,-77906.42002833466
2025-07-03,2025-07,Bank C,Commodity,JPY,Buy,notional,1804848.0710304256
2025-07-03,2025-07,Bank C,Commodity,JPY,Buy,notional_mn,1.804848071030425
2025-07-03,2025-07,Bank C,Commodity,JPY,Buy,pnl,-20578.865604730017
2025-07-03,2025-07,Bank C,Equity,GBP,Buy,notional,2140472.49760371
2025-07-03,2025-07,Bank C,Equity,GBP,Buy,notional_mn,2.1404724976037097
2025-07-03,2025-07,Bank C,Equity,GBP,Buy,pnl,-43422.62448880132
2025-07-03,2025-07,Bank C,Equity,GBP,Sell,notional,309729.7727026176
2025-07-03,2025-07,Bank C,Equity,GBP,Sell,notional_mn,0.3097297727026176
2025-07-03,2025-07,Bank C,Equity,GBP,Sell,pnl,1396.3288176571214
2025-07-03,2025-07,Bank D,Equity,GBP,Sell,notional,589016.0434359629
2025-07-03,2025-07,Bank D,Equity,GBP,Sell,notional_mn,0.5890160434359629
2025-07-03,2025-07,Bank D,Equity,GBP,Sell,pnl,-13671.543112547632
2025-07-03,2025-07,Bank D,Equity,JPY,Buy,notional,226398.7292959934
2025-07-03,2025-07,Bank D,Equity,JPY,Buy,notional_mn,0.2263987292959934
2025-07-03,2025-07,Bank D,Equity,JPY,Buy,pnl,5771.804272580498
2025-07-03,2025-07,Bank D,Equity,USD,Sell,notional,409725.24223948666
2025-07-03,2025-07,Bank D,Equity,USD,Sell,notional_mn,0.4097252422394866
2025-07-03,2025-07,Bank D,Equity,USD,Sell,pnl,13854.634871019987
2025-07-04,2025-07,Bank A,Bond,GBP,Sell,notional,1226040.651055817
2025-07-04,2025-07,Bank A,Bond,GBP,Sell,notional_mn,1.226040651055817
2025-07-04,2025-07,Bank A,Bond,GBP,Sell,pnl,40294.01363975073
2025-07-04,2025-07,Bank A,Bond,USD,Sell,notional,1648063.2595357934
2025-07-04,2025-07,Bank A,Bond,USD,Sell,notional_mn,1.6480632595357934
2025-07-04,2025-07,Bank A,Bond,USD,Sell,pnl,80541.67950670264
2025-07-04,2025-07,Bank A,Equity,EUR,Sell,notional,1298241.9837149042
2025-07-04,2025-07,Bank A,Equity,EUR,Sell,notional_mn,1.2982419837149042
2025-07-04,2025-07,Bank A,Equity,EUR,Sell,pnl,49156.95264721053
2025-07-04,2025-07,Bank A,Equity,GBP,Buy,notional,2050539.0895876344
2025-07-04,2025-07,Bank A,Equity,GBP,Buy,notional_mn,2.0505390895876343
2025-07-04,2025-07,Bank A,Equity,GBP,Buy,pnl,-18265.466138467786
2025-07-04,2025-07,Bank B,Equity,JPY,Sell,notional,3984103.1541034286
2025-07-04,2025-07,Bank B,Equity,JPY,Sell,notional_mn,3.984103154103429
2025-07-04,2025-07,Bank B,Equity,JPY,Sell,pnl,82942.71047073686
2025-07-04,2025-07,Bank B,FX,JPY,Buy,notional,3471012.13078594
2025-07-04,2025-07,Bank B,FX,JPY,Buy,notional_mn,3.4710121307859403
2025-07-04,2025-07,Bank B,FX,JPY,Buy,pnl,-6378.076776030912
2025-07-04,2025-07,Bank C,Bond,USD,Sell,notional,1414761.4730675463
2025-07-04,2025-07,Bank C,Bond,USD,Sell,notional_mn,1.4147614730675462
2025-07-04,2025-07,Bank C,Bond,USD,Sell,pnl,-4472.928965614006
2025-07-04,2025-07,Bank D,Bond,USD,Buy,notional,2064129.183827792
2025-07-04,2025-07,Bank D,Bond,USD,Buy,notional_mn,2.0641291838277915
2025-07-04,2025-07,Bank D,Bond,USD,Buy,pnl,-40899.71197766845
2025-07-04,2025-07,Bank D,Equity,EUR,Buy,notional,480935.513475499
2025-07-04,2025-07,Bank D,Equity,EUR,Buy,notional_mn,0.480935513475499
2025-07-04,2025-07,Bank D,Equity,EUR,Buy,pnl,-2690.319635197105
2025-07-04,2025-07,Bank D,Equity,EUR,Sell,notional,701333.8929633582
2025-07-04,2025-07,Bank D,Equity,EUR,Sell,notional_mn,0.7013338929633582
2025-07-04,2025-07,Bank D,Equity,EUR,Sell,pnl,11112.781343018163
2025-07-04,2025-07,Bank D,FX,JPY,Sell,notional,3562377.495796937
2025-07-04,2025-07,Bank D,FX,JPY,Sell,notional_mn,3.562377495796937
2025-07-04,2025-07,Bank D,FX,JPY,Sell,pnl,55997.11650445962
2025-07-07,2025-07,Bank A,Equity,EUR,Buy,notional,296078.3188510525
2025-07-07,2025-07,Bank A,Equity,EUR,Buy,notional_mn,0.2960783188510525
2025-07-07,2025-07,Bank A,Equity,EUR,Buy,pnl,-4894.465012819551
2025-07-07,2025-07,Bank A,Equity,GBP,Sell,notional,1781054.7431281314
2025-07-07,2025-07,Bank A,Equity,GBP,Sell,notional_mn,1.7810547431281314
2025-07-07,2025-07,Bank A,Equity,GBP,Sell,pnl,18181.006180265904
2025-07-07,2025-07,Bank B,Commodity,GBP,Buy,notional,1704626.2722080592
2025-07-07,2025-07,Bank B,Commodity,GBP,Buy,notional_mn,1.7046262722080592
2025-07-07,2025-07,Bank B,Commodity,GBP,Buy,pnl,-11774.97334283882
2025-07-07,2025-07,Bank B,FX,USD,Buy,notional,777006.4849732876
2025-07-07,2025-07,Bank B,FX,USD,Buy,notional_mn,0.7770064849732876
2025-07-07,2025-07,Bank B,FX,USD,Buy,pnl,13920.314646919256
2025-07-07,2025-07,Bank C,Equity,USD,Sell,notional,2978838.102593988
2025-07-07,2025-07,Bank C,Equity,USD,Sell,notional_mn,2.978838102593988
2025-07-07,2025-07,Bank C,Equity,USD,Sell,pnl,88451.1524439933
2025-07-07,2025-07,Bank D,Equity,GBP,Sell,notional,6418869.887637973
2025-07-07,2025-07,Bank D,Equity,GBP,Sell,notional_mn,6.418869887637973
2025-07-07,2025-07,Bank D,Equity,GBP,Sell,pnl,219894.1137341068
2025-07-07,2025-07,Bank D,Equity,JPY,Buy,notional,431369.4710549143
2025-07-07,2025-07,Bank D,Equity,JPY,Buy,notional_mn,0.4313694710549143
2025-07-07,2025-07,Bank D,Equity,JPY,Buy,pnl,18187.28772951645
2025-07-07,2025-07,Bank D,FX,JPY,Sell,notional,1039555.139764496
2025-07-07,2025-07,Bank D,FX,JPY,Sell,notional_mn,1.039555139764496
2025-07-07,2025-07,Bank D,FX,JPY,Sell,pnl,27473.0440187224
2025-07-07,2025-07,Bank D,FX,USD,Buy,notional,485171.8482028186
2025-07-07,2025-07,Bank D,FX,USD,Buy,notional_mn,0.4851718482028186
2025-07-07,2025-07,Bank D,FX,USD,Buy,pnl,11174.533810817627
2025-07-08,2025-07,Bank A,Bond,USD,Sell,notional,623126.2266568226
2025-07-08,2025-07,Bank A,Bond,USD,Sell,notional_mn,0.6231262266568226
2025-07-08,2025-07,Bank A,Bond,USD,Sell,pnl,-7360.232924319248
2025-07-08,2025-07,Bank A,Commodity,JPY,Buy,notional,666941.3583215389
2025-07-08,2025-07,Bank A,Commodity,JPY,Buy,notional_mn,0.6669413583215389
2025-07-08,2025-07,Bank A,Commodity,JPY,Buy,pnl,-14241.707649541006
2025-07-08,2025-07,Bank A,Equity,JPY,Buy,notional,1721067.5839116506
2025-07-08,2025-07,Bank A,Equity,JPY,Buy,notional_mn,1.7210675839116505
2025-07-08,2025-07,Bank A,Equity,JPY,Buy,pnl,-8796.981095798708
2025-07-08,2025-07,Bank A,Equity,JPY,Sell,notional,1602173.870173206
2025-07-08,2025-07,Bank A,Equity,JPY,Sell,notional_mn,1.602173870173206
2025-07-08,2025-07,Bank A,Equity,JPY,Sell,pnl,-3090.02174491386
2025-07-08,2025-07,Bank B,Equity,GBP,Sell,notional,3831427.612442476
2025-07-08,2025-07,Bank B,Equity,GBP,Sell,notional_mn,3.831427612442477
2025-07-08,2025-07,Bank B,Equity,GBP,Sell,pnl,-126867.11294857992
2025-07-09,2025-07,Bank A,Bond,JPY,Sell,notional,712342.4450955178
2025-07-09,2025-07,Bank A,Bond,JPY,Sell,notional_mn,0.7123424450955178
2025-07-09,2025-07,Bank A,Bond,JPY,Sell,pnl,-8712.453384845714
2025-07-09,2025-07,Bank B,Bond,USD,Buy,notional,2770721.793649208
2025-07-09,2025-07,Bank B,Bond,USD,Buy,notional_mn,2.770721793649208
2025-07-09,2025-07,Bank B,Bond,USD,Buy,pnl,-95051.81508200611
2025-07-09,2025-07,Bank B,Equity,GBP,Sell,notional,293000.0520588066
2025-07-09,2025-07,Bank B,Equity,GBP,Sell,notional_mn,0.2930000520588066
2025-07-09,2025-07,Bank B,Equity,GBP,Sell,pnl,214.40155711903896
2025-07-09,2025-07,Bank B,FX,USD,Buy,notional,1182095.9739277726
2025-07-09,2025-07,Bank B,FX,USD,Buy,notional_mn,1.1820959739277723
2025-07-09,2025-07,Bank B,FX,USD,Buy,pnl,-3005.8042327047174
2025-07-09,2025-07,Bank C,Bond,GBP,Buy,notional,1531993.637337167
2025-07-09,2025-07,Bank C,Bond,GBP,Buy,notional_mn,1.531993637337167
2025-07-09,2025-07,Bank C,Bond,GBP,Buy,pnl,7731.708733342042
2025-07-09,2025-07,Bank C,Bond,USD,Sell,notional,3710994.94318239
2025-07-09,2025-07,Bank C,Bond,USD,Sell,notional_mn,3.7109949431823903
2025-07-09,2025-07,Bank C,Bond,USD,Sell,pnl,77161.61802754921
2025-07-09,2025-07,Bank C,Commodity,GBP,Sell,notional,695123.1125746308
2025-07-09,2025-07,Bank C,Commodity,GBP,Sell,notional_mn,0.6951231125746308
2025-07-09,2025-07,Bank C,Commodity,GBP,Sell,pnl,-5669.420949991557
2025-07-09,2025-07,Bank C,Equity,EUR,Buy,notional,2143542.094364595
2025-07-09,2025-07,Bank C,Equity,EUR,Buy,notional_mn,2.1435420943645958
2025-07-09,2025-07,Bank C,Equity,EUR,Buy,pnl,-16963.053526725747
2025-07-09,2025-07,Bank C,Equity,GBP,Buy,notional,1547226.63409758
2025-07-09,2025-07,Bank C,Equity,GBP,Buy,notional_mn,1.54722663409758
2025-07-09,2025-07,Bank C,Equity,GBP,Buy,pnl,48832.42865183124
2025-07-09,2025-07,Bank C,FX,EUR,Sell,notional,1958247.28870041
2025-07-09,2025-07,Bank C,FX,EUR,Sell,notional_mn,1.9582472887004096
2025-07-09,2025-07,Bank C,FX,EUR,Sell,pnl,67106.8115589155
2025-07-09,2025-07,Bank D,Commodity,GBP,Buy,notional,7357625.978445405
2025-07-09,2025-07,Bank D,Commodity,GBP,Buy,notional_mn,7.357625978445405
2025-07-09,2025-07,Bank D,Commodity,GBP,Buy,pnl,-91172.05191173547
2025-07-09,2025-07,Bank D,Equity,GBP,Buy,notional,3133586.149573157
2025-07-09,2025-07,Bank D,Equity,GBP,Buy,notional_mn,3.133586149573157
2025-07-09,2025-07,Bank D,Equity,GBP,Buy,pnl,-107682.04663909462
2025-07-09,2025-07,Bank D,Equity,USD,Buy,notional,2601573.68105549
2025-07-09,2025-07,Bank D,Equity,USD,Buy,notional_mn,2.60157368105549
2025-07-09,2025-07,Bank D,Equity,USD,Buy,pnl,-65381.02460869992
2025-07-09,2025-07,Bank D,FX,GBP,Sell,notional,2553486.2513580606
2025-07-09,2025-07,Bank D,FX,GBP,Sell,notional_mn,2.5534862513580605
2025-07-09,2025-07,Bank D,FX,GBP,Sell,pnl,8514.52117569488
2025-07-10,2025-07,Bank A,Bond,USD,Sell,notional,1860822.2489081773
2025-07-10,2025-07,Bank A,Bond,USD,Sell,notional_mn,1.8608222489081772
2025-07-10,2025-07,Bank A,Bond,USD,Sell,pnl,64248.62292794207
2025-07-10,2025-07,Bank A,Equity,USD,Sell,notional,1589558.3538160098
2025-07-10,2025-07,Bank A,Equity,USD,Sell,notional_mn,1.58955835381601
2025-07-10,2025-07,Bank A,Equity,USD,Sell,pnl,42606.86242637972
2025-07-10,2025-07,Bank A,FX,EUR,Buy,notional,2553224.834090631
2025-07-10,2025-07,Bank A,FX,EUR,Buy,notional_mn,2.553224834090631
2025-07-10,2025-07,Bank A,FX,EUR,Buy,pnl,4574.494967650373
2025-07-10,2025-07,Bank A,FX,JPY,Buy,notional,1972621.540856536
2025-07-10,2025-07,Bank A,FX,JPY,Buy,notional_mn,1.972621540856536
2025-07-10,2025-07,Bank A,FX,JPY,Buy,pnl,52508.02108274521
2025-07-10,2025-07,Bank B,Bond,EUR,Buy,notional,3000840.6805671207
2025-07-10,2025-07,Bank B,Bond,EUR,Buy,notional_mn,3.0008406805671206
2025-07-10,2025-07,Bank B,Bond,EUR,Buy,pnl,-62866.55105838253
2025-07-10,2025-07,Bank B,Bond,JPY,Buy,notional,1845938.466466344
2025-07-10,2025-07,Bank B,Bond,JPY,Buy,notional_mn,1.845938466466344
2025-07-10,2025-07,Bank B,Bond,JPY,Buy,pnl,39912.21132161289
2025-07-10,2025-07,Bank B,FX,JPY,Buy,notional,2600914.913414916
2025-07-10,2025-07,Bank B,FX,JPY,Buy,notional_mn,2.600914913414916
2025-07-10,2025-07,Bank B,FX,JPY,Buy,pnl,-37933.77463489978
2025-07-10,2025-07,Bank C,Equity,GBP,Sell,notional,2778660.1298474222
2025-07-10,2025-07,Bank C,Equity,GBP,Sell,notional_mn,2.778660129847422
2025-07-10,2025-07,Bank C,Equity,GBP,Sell,pnl,-84015.97241158379
2025-07-10,2025-07,Bank D,Bond,JPY,Sell,notional,3693877.285008536
2025-07-10,2025-07,Bank D,Bond,JPY,Sell,notional_mn,3.693877285008536
2025-07-10,2025-07,Bank D,Bond,JPY,Sell,pnl,-11016.752056307432
2025-07-10,2025-07,Bank D,Equity,GBP,Sell,notional,3226249.5293586804
2025-07-10,2025-07,Bank D,Equity,GBP,Sell,notional_mn,3.22624952935868
2025-07-10,2025-07,Bank D,Equity,GBP,Sell,pnl,-65872.80225167824
2025-07-10,2025-07,Bank D,Equity,JPY,Buy,notional,1892989.604451629
2025-07-10,2025-07,Bank D,Equity,JPY,Buy,notional_mn,1.892989604451629
2025-07-10,2025-07,Bank D,Equity,JPY,Buy,pnl,83839.55783221901
2025-07-11,2025-07,Bank A,Bond,EUR,Sell,notional,2746385.594614105
2025-07-11,2025-07,Bank A,Bond,EUR,Sell,notional_mn,2.7463855946141047
2025-07-11,2025-07,Bank A,Bond,EUR,Sell,pnl,-74782.78911992897
2025-07-11,2025-07,Bank A,Equity,EUR,Buy,notional,2104050.515377339
2025-07-11,2025-07,Bank A,Equity,EUR,Buy,notional_mn,2.104050515377339
2025-07-11,2025-07,Bank A,Equity,EUR,Buy,pnl,33149.377179008
2025-07-11,2025-07,Bank B,Bond,USD,Buy,notional,2125511.7169804303
2025-07-11,2025-07,Bank B,Bond,USD,Buy,notional_mn,2.1255117169804305
2025-07-11,2025-07,Bank B,Bond,USD,Buy,pnl,1827.6284927270465
2025-07-11,2025-07,Bank B,Equity,EUR,Sell,notional,751029.9878609454
2025-07-11,2025-07,Bank B,Equity,EUR,Sell,notional_mn,0.7510299878609454
2025-07-11,2025-07,Bank B,Equity,EUR,Sell,pnl,-3251.5950332904786
2025-07-11,2025-07,Bank B,Equity,USD,Buy,notional,1148831.5554029106
2025-07-11,2025-07,Bank B,Equity,USD,Buy,notional_mn,1.1488315554029105
2025-07-11,2025-07,Bank B,Equity,USD,Buy,pnl,12766.601102040442
2025-07-14,2025-07,Bank A,Bond,GBP,Buy,notional,3399268.087191356
2025-07-14,2025-07,Bank A,Bond,GBP,Buy,notional_mn,3.399268087191356
2025-07-14,2025-07,Bank A,Bond,GBP,Buy,pnl,16151.606669785926
2025-07-14,2025-07,Bank B,Bond,JPY,Sell,notional,1220626.8763986868
2025-07-14,2025-07,Bank B,Bond,JPY,Sell,notional_mn,1.2206268763986867
2025-07-14,2025-07,Bank B,Bond,JPY,Sell,pnl,-19742.36681611616
